Time (s),X,Y,Vx,Vy,Ax,Ay
0.03,508,1015,280.06,-159.32,8401.71,-4779.66
0.07,518,1009,314.96,-175.69,1047.11,-491.14
0.10,528,1004,279.31,-156.23,-1069.44,583.92
0.13,537,999,280.40,-153.69,32.52,76.30
0.17,547,993,296.67,-166.51,488.23,-384.74
0.20,556,988,282.31,-158.73,-430.94,233.40
0.23,565,983,270.90,-151.89,-342.11,205.33
0.27,574,978,270.73,-151.29,-5.22,18.02
0.30,584,973,274.69,-153.58,118.98,-68.72
0.33,593,968,277.98,-152.70,98.60,26.42
0.37,602,963,264.31,-146.60,-410.01,182.81
0.40,611,958,275.05,-151.37,321.95,-142.99
0.43,619,953,257.29,-143.58,-532.62,233.51
0.47,628,948,249.14,-140.48,-244.72,93.05
0.50,636,944,249.97,-141.59,25.05,-33.29
0.53,643,939,225.18,-127.39,-743.83,426.00
0.57,651,935,222.49,-126.25,-80.69,34.33
0.60,660,930,260.20,-144.54,1131.48,-548.82
0.63,667,926,226.28,-128.61,-1017.61,478.02
0.67,675,922,236.66,-134.07,311.35,-163.97
0.70,682,917,217.95,-126.27,-561.40,234.17
0.73,690,913,223.40,-128.32,163.64,-61.63
0.77,697,909,222.29,-127.97,-33.40,10.60
0.80,704,905,219.85,-125.72,-73.06,67.40
0.83,712,900,220.11,-128.02,7.64,-68.88
0.87,719,896,214.29,-121.51,-174.52,195.12
0.90,726,892,216.55,-124.45,67.79,-88.06
0.93,733,888,211.71,-120.91,-145.07,106.13
0.97,740,884,210.33,-122.07,-41.64,-34.72
1.00,747,880,212.76,-121.45,73.06,18.46
1.03,754,876,207.31,-119.40,-163.64,61.69
1.07,761,872,204.48,-119.61,-84.65,-6.48
1.10,768,868,203.86,-114.92,-18.79,140.68
1.13,775,864,203.62,-118.45,-7.20,-105.63
1.17,781,861,198.17,-113.02,-163.48,162.65
1.20,788,857,198.28,-115.20,3.41,-65.20
1.23,793,854,163.45,-97.01,-1045.02,545.53
1.27,799,850,186.58,-108.02,693.79,-330.19
1.30,806,846,201.10,-116.66,435.77,-259.22
1.33,811,843,158.99,-94.55,-1263.32,663.24
1.37,818,839,185.20,-106.05,786.35,-345.03
1.40,823,836,169.69,-97.62,-465.44,253.12
1.43,829,833,170.53,-99.92,25.32,-69.05
1.47,834,830,160.71,-92.48,-294.60,223.08
1.50,840,826,173.86,-102.08,394.41,-287.90
1.53,846,823,169.15,-94.55,-141.39,225.88
1.57,851,820,163.19,-91.88,-178.64,80.15
1.60,857,817,169.20,-93.63,180.40,-52.57
1.63,862,814,159.57,-90.23,-289.11,102.12
1.67,867,811,154.32,-89.89,-157.49,10.05
1.70,873,808,160.65,-91.80,190.01,-57.24
1.73,878,805,153.80,-88.49,-205.50,99.21
1.77,883,802,158.80,-90.45,150.07,-58.83
1.80,888,799,154.52,-88.71,-128.54,52.35
1.83,893,796,154.89,-90.14,10.99,-43.12
1.87,898,793,146.56,-85.47,-249.66,140.13
1.90,903,790,148.08,-87.59,45.59,-63.56
1.93,908,787,149.01,-83.91,27.74,110.36
1.97,913,785,146.43,-84.33,-77.40,-12.58
2.00,918,782,143.87,-84.57,-76.85,-7.25
2.03,923,779,140.83,-83.86,-91.08,21.37
2.07,927,776,138.86,-83.20,-59.11,20.00
2.10,932,773,142.59,-83.31,111.84,-3.46
2.13,937,771,139.42,-82.96,-95.14,10.49
2.17,941,768,135.79,-81.98,-108.93,29.55
2.20,946,765,132.35,-79.50,-103.00,74.32
2.23,950,762,139.57,-84.36,216.65,-145.95
2.27,955,760,130.32,-78.21,-277.62,184.63
2.30,959,757,135.27,-80.35,148.54,-64.27
2.33,963,755,130.46,-77.84,-144.20,75.37
2.37,968,752,134.10,-78.40,109.09,-16.81
2.40,972,749,125.51,-74.79,-257.74,108.33
2.43,976,747,128.53,-74.85,90.64,-1.76
2.47,981,745,128.81,-74.60,8.24,7.53
2.50,985,742,125.41,-74.35,-101.79,7.36
2.53,989,740,125.06,-72.89,-10.66,43.95
2.57,993,737,124.05,-75.76,-30.21,-86.13
2.60,997,735,121.70,-70.20,-70.48,166.88
2.63,1001,732,117.76,-71.24,-118.16,-31.31
2.67,1005,730,121.11,-74.40,100.42,-94.87
2.70,1009,727,120.16,-71.86,-28.40,76.35
2.73,1013,725,115.50,-72.07,-139.75,-6.54
2.77,1017,723,115.56,-68.82,1.54,97.61
2.80,1021,720,112.65,-71.89,-87.07,-92.07
2.83,1024,718,110.08,-68.74,-77.29,94.43
2.87,1028,716,114.00,-68.18,117.72,16.70
2.90,1032,714,108.85,-67.05,-154.47,34.17
2.93,1035,711,109.99,-68.32,34.17,-38.34
2.97,1039,709,104.14,-64.37,-175.45,118.60
3.00,1043,707,110.85,-64.48,201.16,-3.41
3.03,1046,705,105.03,-60.62,-174.68,115.91
3.07,1050,703,104.71,-61.59,-9.34,-29.11
3.10,1053,701,102.91,-61.06,-54.27,15.93
3.13,1056,699,104.25,-58.57,40.43,74.82
3.17,1060,697,104.10,-60.09,-4.61,-45.59
3.20,1063,695,101.25,-59.49,-85.58,17.85
3.23,1067,693,100.10,-56.31,-34.28,95.36
3.27,1070,691,97.29,-54.33,-84.37,59.38
3.30,1073,690,98.92,-53.44,48.89,26.86
3.33,1076,688,95.83,-53.42,-92.72,0.55
3.37,1080,686,96.75,-53.06,27.69,10.71
3.40,1083,684,97.08,-54.75,9.89,-50.76
3.43,1086,682,92.00,-52.65,-152.60,63.01
3.47,1089,681,94.57,-49.92,77.23,82.01
3.50,1092,679,89.03,-50.31,-166.22,-11.81
3.53,1095,677,87.54,-48.02,-44.82,68.83
3.57,1098,676,88.88,-47.76,40.32,7.64
3.60,1101,674,86.46,-46.47,-72.51,38.73
3.63,1104,673,83.72,-44.66,-82.18,54.33
3.67,1106,671,82.58,-45.85,-34.28,-35.54
3.70,1109,670,81.90,-43.20,-20.54,79.49
3.73,1112,668,82.21,-45.46,9.56,-67.79
3.77,1114,667,79.26,-41.47,-88.66,119.53
3.80,1117,665,79.41,-43.85,4.61,-71.25
3.83,1120,664,76.53,-41.63,-86.57,66.47
3.87,1122,663,78.20,-43.07,50.21,-43.07
3.90,1125,661,73.72,-40.68,-134.36,71.63
3.93,1127,660,74.19,-39.51,13.95,35.05
3.97,1129,659,69.47,-37.08,-141.61,73.00
4.00,1132,657,74.88,-40.33,162.38,-97.67
4.03,1134,656,68.24,-38.85,-199.07,44.49
4.07,1137,655,70.44,-37.37,65.92,44.38
4.10,1139,654,70.15,-38.79,-8.68,-42.68
4.13,1141,652,64.69,-37.01,-163.81,53.61
4.17,1143,651,65.27,-34.67,17.36,70.26
4.20,1145,650,64.29,-35.12,-29.44,-13.62
4.23,1147,649,61.87,-34.13,-72.40,29.72
4.27,1150,648,65.67,-34.55,113.93,-12.69
4.30,1152,646,65.08,-37.66,-17.69,-93.16
4.33,1154,645,61.83,-31.09,-97.67,196.98
4.37,1156,644,59.80,-32.84,-60.75,-52.46
4.40,1158,643,58.20,-32.18,-48.01,19.67
4.43,1160,642,60.84,-30.83,79.21,40.48
4.47,1162,641,58.70,-31.14,-64.38,-9.28
4.50,1164,640,53.40,-30.24,-158.75,27.03
4.53,1165,639,56.81,-29.63,102.17,18.35
4.57,1167,638,53.84,-30.32,-89.21,-20.54
4.60,1169,637,56.34,-26.87,75.04,103.27
4.63,1171,636,54.57,-30.19,-52.95,-99.37
4.67,1173,635,54.08,-24.56,-14.72,168.86
4.70,1174,635,51.42,-27.95,-79.76,-101.79
4.73,1176,634,48.78,-23.74,-79.43,126.29
4.77,1178,633,51.31,-27.80,75.92,-121.78
4.80,1179,632,49.12,-24.25,-65.70,106.40
4.83,1181,631,47.50,-24.47,-48.45,-6.48
4.87,1183,630,47.59,-21.95,2.75,75.70
4.90,1184,630,47.79,-22.39,5.93,-13.18
4.93,1186,629,46.18,-23.18,-48.45,-23.68
4.97,1187,628,48.45,-24.72,68.12,-46.42
5.00,1189,627,44.90,-22.84,-106.35,56.36
5.03,1190,627,44.72,-20.41,-5.38,72.95
5.07,1192,626,43.89,-22.25,-24.94,-55.10
5.10,1193,625,41.18,-21.82,-81.19,12.80
5.13,1195,625,44.45,-20.83,98.11,29.83
5.17,1196,624,38.94,-19.92,-165.34,27.36
5.20,1197,623,39.11,-22.11,4.94,-65.75
5.23,1199,622,41.11,-19.02,60.10,92.67
5.27,1200,622,37.80,-19.53,-99.32,-15.38
5.30,1201,621,37.97,-21.85,5.16,-69.54
5.33,1202,620,36.83,-19.12,-34.28,81.79
5.37,1204,620,37.87,-19.35,31.09,-6.87
5.40,1205,619,36.48,-19.67,-41.64,-9.61
5.43,1206,619,39.68,-18.07,96.02,48.01
5.47,1207,618,37.48,-17.97,-65.92,3.02
5.50,1209,617,36.82,-18.18,-20.00,-6.10
5.53,1210,617,35.55,-16.86,-37.90,39.39
5.57,1211,616,31.80,-16.62,-112.61,7.25
5.60,1212,616,33.26,-16.69,43.84,-2.14
5.63,1213,615,35.96,-18.66,80.97,-59.11
5.67,1214,615,31.03,-14.91,-147.88,112.66
5.70,1215,614,35.01,-16.54,119.53,-49.00
5.73,1216,613,31.52,-17.76,-104.70,-36.58
5.77,1217,613,30.52,-14.09,-29.99,110.19
5.80,1219,612,30.63,-15.89,3.08,-54.11
5.83,1220,612,31.94,-15.72,39.55,5.05
5.87,1221,611,31.68,-17.53,-7.80,-54.33
5.90,1222,611,28.26,-15.98,-102.61,46.64
5.93,1223,610,29.73,-19.08,43.84,-93.11
5.97,1224,610,29.75,-13.91,0.88,155.24
6.00,1225,609,28.79,-18.29,-29.00,-131.56
6.03,1226,609,29.99,-13.13,35.93,154.85
6.07,1226,608,28.32,-16.19,-49.88,-91.79
6.10,1227,608,29.18,-12.61,25.60,107.45
6.13,1228,607,27.93,-16.33,-37.35,-111.79
6.17,1229,607,25.35,-12.26,-77.56,122.28
6.20,1230,606,26.52,-16.54,35.38,-128.32
6.23,1231,606,27.83,-11.00,39.22,165.95
6.27,1232,605,28.05,-17.00,6.59,-179.90
6.30,1233,605,27.10,-12.83,-28.56,125.13
6.33,1234,604,24.71,-15.42,-71.63,-77.67
6.37,1235,604,24.66,-12.04,-1.43,101.51
6.40,1235,603,23.69,-16.06,-29.22,-120.63
6.43,1236,603,25.99,-13.31,68.99,82.45
6.47,1237,602,23.43,-13.71,-76.68,-12.14
6.50,1238,602,23.01,-13.81,-12.85,-2.86
6.53,1238,602,22.71,-13.61,-9.01,5.88
6.57,1239,601,23.85,-14.34,34.50,-21.86
6.60,1240,601,23.04,-12.86,-24.50,44.33
6.63,1241,600,23.02,-15.07,-0.66,-66.08
6.67,1241,600,20.74,-11.01,-68.23,121.56
6.70,1242,599,20.46,-14.19,-8.46,-95.36
6.73,1243,599,22.80,-12.35,70.09,55.32
6.77,1244,598,20.91,-14.00,-56.69,-49.60
6.80,1244,598,20.32,-11.43,-17.47,77.07
6.83,1245,598,22.40,-10.64,62.18,23.68
6.87,1246,597,22.28,-16.22,-3.41,-167.43
6.90,1246,597,17.91,-8.28,-131.29,238.35
6.93,1247,596,20.82,-13.92,87.23,-169.19
6.97,1248,596,18.71,-10.74,-63.28,95.53
7.00,1248,596,19.60,-11.59,26.70,-25.71
7.03,1249,595,20.65,-14.75,31.64,-94.76
7.07,1250,595,16.88,-7.67,-113.27,212.53
7.10,1250,594,17.94,-12.20,32.08,-135.90
7.13,1251,594,17.79,-10.36,-4.61,54.99
7.17,1251,594,14.56,-9.66,-96.90,21.09
7.20,1252,593,21.33,-13.88,203.03,-126.62
7.23,1253,593,16.55,-9.67,-143.48,126.40
7.27,1253,593,14.92,-7.32,-48.78,70.59
7.30,1254,592,17.70,-10.33,83.28,-90.47
7.33,1254,592,15.96,-8.20,-51.97,63.78
7.37,1255,592,18.05,-6.42,62.62,53.45
7.40,1255,592,14.51,-4.70,-106.24,51.64
7.43,1256,592,20.12,-6.28,168.42,-47.19
7.47,1256,591,15.67,-6.64,-133.48,-10.88
7.50,1257,591,14.33,-3.88,-40.43,82.78
7.53,1257,591,12.36,-1.83,-58.89,61.36
7.57,1258,591,15.98,-5.14,108.44,-99.32
7.60,1258,591,14.46,-2.14,-45.48,90.09
7.63,1259,591,14.99,-3.53,15.71,-41.64
7.67,1259,591,9.97,-1.88,-150.51,49.33
7.70,1260,591,13.81,-2.74,115.36,-25.71
7.73,1260,591,11.56,-1.95,-67.68,23.73
7.77,1260,590,9.81,-4.29,-52.51,-70.15
7.80,1261,590,13.90,-4.73,122.72,-13.29
7.83,1261,590,10.51,-6.14,-101.73,-42.30
7.87,1262,590,13.14,-5.60,78.88,16.09
7.90,1262,590,13.86,-7.26,21.64,-49.66
7.93,1262,589,11.18,-10.58,-80.31,-99.70
7.97,1263,589,13.89,-7.93,81.19,79.60
8.00,1263,589,8.27,-6.39,-168.42,46.31
8.03,1264,589,13.34,-7.94,151.94,-46.69
8.07,1264,588,10.22,-8.65,-93.60,-21.15
8.10,1264,588,7.40,-6.21,-84.59,73.28
8.13,1265,588,13.20,-5.57,174.02,19.06
8.17,1265,588,7.90,-5.42,-159.08,4.39
8.20,1265,588,7.67,-2.95,-6.81,74.10
8.23,1266,587,10.45,-7.52,83.39,-136.94
8.27,1266,587,8.48,-2.89,-59.11,138.92
8.30,1266,587,7.14,0.08,-39.99,88.99
8.33,1266,587,10.32,-1.29,95.36,-41.14
8.37,1267,587,9.74,-1.38,-17.47,-2.58
8.40,1267,587,7.53,-0.36,-66.25,30.60
8.43,1267,587,7.53,-0.45,0.00,-2.69
8.47,1268,587,9.73,0.08,65.92,15.71
8.50,1268,587,8.54,0.48,-35.71,12.19
8.53,1268,587,7.12,0.83,-42.74,10.49
8.57,1268,587,7.45,2.81,9.89,59.44
8.60,1269,587,8.90,1.12,43.51,-50.87
8.63,1269,587,8.19,1.52,-21.09,12.19
8.67,1269,588,4.48,6.86,-111.51,160.18
8.70,1269,588,7.33,0.94,85.69,-177.70
8.73,1270,588,10.08,4.00,82.40,91.90
8.77,1270,588,7.18,1.34,-86.90,-79.98
8.80,1270,588,5.40,3.07,-53.39,52.08
8.83,1270,588,6.53,6.59,33.95,105.58
8.87,1271,588,7.69,1.97,34.72,-138.76
8.90,1271,588,8.68,4.47,29.77,75.04
8.93,1271,589,7.97,7.51,-21.53,91.35
8.97,1271,589,7.08,6.27,-26.70,-37.35
9.00,1272,589,9.51,5.11,73.06,-34.61
9.03,1272,589,7.29,3.21,-66.58,-57.13
9.07,1272,589,4.13,3.89,-94.70,20.27
9.10,1272,589,7.78,6.18,109.42,68.72
9.13,1273,590,9.49,7.48,51.31,39.11
9.17,1273,590,7.21,1.59,-68.33,-176.82
9.20,1273,590,6.74,5.88,-14.17,128.87
9.23,1273,590,6.38,0.58,-10.77,-158.92
9.27,1274,590,8.03,0.68,49.55,2.97
9.30,1274,590,6.34,0.19,-50.98,-14.89
9.33,1274,590,6.33,-0.23,-0.11,-12.36
9.37,1274,590,5.88,-2.83,-13.62,-78.06
9.40,1274,590,9.05,-2.48,95.14,10.44
9.43,1275,590,7.71,-5.11,-40.10,-78.88
9.47,1275,590,5.25,-2.77,-73.94,70.15
9.50,1275,589,5.07,-6.70,-5.27,-117.77
9.53,1275,589,3.82,-2.62,-37.46,122.33
9.57,1275,589,6.20,-7.27,71.19,-139.58
9.60,1276,589,4.61,-2.74,-47.57,136.07
9.63,1276,589,6.90,-6.42,68.77,-110.63
9.67,1276,589,3.85,-2.38,-91.63,121.23
9.70,1276,589,6.64,-2.94,83.61,-16.86
9.73,1276,588,4.86,-6.64,-53.17,-110.91
9.77,1276,588,2.72,-1.50,-64.27,154.30
9.80,1277,588,7.20,-4.56,134.47,-92.01
9.83,1277,588,4.18,-3.62,-90.64,28.40
9.87,1277,588,6.97,-0.41,83.72,96.30
9.90,1277,588,2.64,-2.84,-129.86,-73.06
9.93,1277,588,3.14,-2.30,14.83,16.20
9.97,1277,588,2.36,-2.68,-23.29,-11.15
10.00,1277,588,3.48,-1.88,33.51,23.90
10.03,1277,587,3.25,-3.90,-6.92,-60.75
10.07,1278,587,4.54,-3.23,38.67,20.21
10.10,1278,587,4.29,-3.39,-7.36,-4.72
10.13,1278,587,3.02,-1.80,-38.12,47.57
10.17,1278,587,3.22,-1.12,5.82,20.32
10.20,1278,587,2.29,-1.95,-27.91,-24.83
10.23,1278,587,1.96,-3.35,-9.89,-41.91
10.27,1278,587,3.79,-0.84,54.93,75.15
10.30,1278,587,4.19,-1.85,12.08,-30.10
10.33,1278,587,2.12,-2.90,-62.07,-31.53
10.37,1279,587,4.59,-2.14,74.05,22.74
10.40,1279,587,0.89,-2.71,-110.96,-17.08
10.43,1279,587,2.53,-2.02,49.11,20.65
10.47,1279,586,3.57,-3.41,31.20,-41.64
10.50,1279,586,0.85,-2.78,-81.41,19.01
10.53,1279,586,0.43,-2.91,-12.63,-4.01
10.57,1279,586,0.70,-0.75,8.02,64.93
10.60,1279,586,0.04,-1.79,-19.89,-31.42
10.63,1279,586,0.41,-4.23,11.21,-73.22
10.67,1279,586,0.18,-3.40,-6.81,25.10
10.70,1279,586,-0.15,-2.37,-10.00,30.93
10.73,1279,586,-0.15,-0.19,0.00,65.37
10.77,1279,586,0.37,-1.65,15.49,-43.78
10.80,1279,586,0.82,-4.33,13.62,-80.47
10.83,1279,586,0.71,-1.53,-3.30,84.10
10.87,1279,586,0.92,-2.41,6.26,-26.42
10.90,1279,585,-0.32,-6.48,-37.24,-122.11
10.93,1279,585,0.42,-0.61,22.41,176.11
10.97,1279,585,-0.31,-4.82,-22.08,-126.51
11.00,1279,585,-1.30,-0.29,-29.77,135.96
11.03,1279,585,-0.44,-3.41,25.82,-93.49
11.07,1279,585,-0.98,-1.77,-16.04,49.00
11.10,1279,585,-0.50,-2.14,14.28,-10.93
11.13,1279,585,0.16,-1.17,20.00,29.11
11.17,1279,585,-0.81,-4.69,-29.33,-105.69
11.20,1279,585,-0.67,-0.56,4.39,123.93
11.23,1279,585,-0.81,-4.43,-4.17,-116.18
11.27,1279,584,-2.54,-1.85,-52.08,77.62
11.30,1279,584,0.06,-1.52,78.11,9.72
11.33,1279,584,-0.93,-2.52,-29.66,-29.83
11.37,1279,584,-0.96,-3.90,-1.10,-41.53
11.40,1279,584,-1.68,-1.12,-21.53,83.28
11.43,1279,584,0.04,-1.61,51.53,-14.50
11.47,1279,584,0.11,-5.78,2.09,-125.13
11.50,1279,584,-0.31,-0.03,-12.52,172.32
11.53,1279,584,-0.45,-1.24,-4.06,-36.04
11.57,1279,584,-0.62,-1.00,-5.05,6.98
11.60,1279,584,0.39,-6.81,30.21,-174.30
11.63,1279,584,-0.44,-1.26,-25.05,166.50
11.67,1279,583,-1.15,-7.81,-21.31,-196.49
11.70,1279,583,0.22,-2.09,41.09,171.83
11.73,1279,583,-0.36,-6.36,-17.14,-128.27
11.77,1279,583,2.33,-6.61,80.64,-7.53
11.80,1279,583,-0.04,-2.37,-71.08,127.11
11.83,1279,582,-0.27,-8.95,-7.14,-197.31
11.87,1279,582,0.28,-1.94,16.59,210.50
11.90,1279,582,-0.39,-7.14,-20.00,-156.12
11.93,1279,582,-0.20,-1.10,5.71,181.05
11.97,1279,582,-0.33,-2.49,-3.96,-41.53
12.00,1279,582,-0.49,-3.21,-4.72,-21.70
12.03,1279,582,0.11,-4.19,17.80,-29.39
12.07,1279,582,0.79,-3.21,20.43,29.50
12.10,1279,582,1.10,-2.55,9.45,19.72
12.13,1279,581,2.15,-1.84,31.53,21.37
12.17,1279,581,0.15,-1.01,-59.99,24.83
12.20,1279,581,0.62,-0.63,14.06,11.32
12.23,1279,581,0.90,-0.40,8.24,6.92
12.27,1279,581,0.56,0.34,-10.11,22.41
12.30,1279,581,1.01,-0.23,13.62,-17.25
12.33,1279,581,1.68,-1.28,20.10,-31.42
12.37,1279,581,0.68,-1.34,-30.10,-1.81
12.40,1279,581,1.59,-1.54,27.36,-6.10
12.43,1279,581,1.39,-1.41,-6.15,3.85
12.47,1279,581,1.15,-4.22,-7.14,-84.10
12.50,1279,581,3.94,-1.23,83.61,89.54
12.53,1279,581,0.83,-2.01,-93.27,-23.35
12.57,1279,581,0.83,-2.06,0.00,-1.54
12.60,1279,581,-0.08,-4.70,-27.14,-79.10
12.63,1279,581,1.20,-2.34,38.45,70.70
12.67,1279,581,-0.14,-4.17,-40.43,-54.88
12.70,1279,580,0.62,-2.23,22.85,58.17
12.73,1279,580,1.90,-2.94,38.34,-21.20
12.77,1279,580,5.06,-7.31,95.03,-131.18
12.80,1279,580,0.04,-5.15,-150.62,64.98
12.83,1280,580,3.20,-5.39,94.59,-7.36
12.87,1280,580,0.59,-6.45,-78.11,-31.92
12.90,1280,579,0.65,-7.37,1.65,-27.52
12.93,1280,579,1.89,-6.63,37.35,22.14
12.97,1280,579,3.33,-4.62,43.18,60.37
13.00,1280,579,5.05,-3.12,51.64,45.04
13.03,1280,579,0.82,-6.87,-126.89,-112.39
13.07,1280,578,0.71,-7.55,-3.52,-20.54
13.10,1280,578,0.58,-5.24,-3.85,69.43
13.13,1280,578,1.70,-4.09,33.62,34.28
13.17,1280,578,1.68,-6.04,-0.66,-58.28
13.20,1280,578,3.18,-7.21,45.15,-35.21
13.23,1280,578,1.72,-2.44,-43.95,143.26
13.27,1280,577,0.96,-8.05,-22.63,-168.37
13.30,1281,577,7.34,-6.62,191.38,42.79
13.33,1281,577,2.07,-3.39,-158.31,96.95
13.37,1281,577,4.11,-6.97,61.19,-107.45
13.40,1281,577,4.43,-4.67,9.78,69.10
13.43,1281,576,3.98,-6.50,-13.40,-54.93
13.47,1281,576,1.85,-5.49,-64.16,30.27
13.50,1281,576,7.02,-5.11,155.13,11.37
13.53,1282,576,8.84,-3.66,54.82,43.56
13.57,1282,576,5.64,-4.93,-96.24,-38.01
13.60,1282,575,5.41,-5.67,-6.81,-22.47
13.63,1282,575,6.05,-6.16,19.12,-14.45
13.67,1283,575,8.05,-5.70,59.99,13.79
13.70,1283,575,7.45,-6.70,-17.80,-30.10
13.73,1283,575,7.72,-8.01,7.91,-39.44
13.77,1283,574,8.74,-8.08,30.65,-1.92
13.80,1284,574,10.58,-7.39,55.15,20.76
13.83,1284,574,8.45,-5.82,-63.83,46.97
13.87,1284,574,6.35,-5.53,-63.06,8.68
13.90,1284,574,8.53,-5.31,65.48,6.54
13.93,1285,573,8.74,-8.50,6.26,-95.69
13.97,1285,573,7.66,-6.45,-32.19,61.69
14.00,1285,573,6.49,-2.49,-35.38,118.60
14.03,1285,573,6.88,-4.54,11.76,-61.47
14.07,1286,573,8.46,-8.29,47.57,-112.39
14.10,1286,572,7.40,-8.48,-31.86,-5.66
14.13,1286,572,7.77,-6.95,11.21,45.92
14.17,1287,572,8.37,-5.35,17.91,48.01
14.20,1287,572,8.67,-9.30,8.90,-118.60
14.23,1287,571,11.40,-10.84,82.07,-46.14
14.27,1288,571,10.11,-8.18,-38.78,79.87
14.30,1288,571,15.96,-10.57,175.45,-71.96
14.33,1288,570,12.74,-9.89,-96.68,20.65
14.37,1289,570,14.44,-7.65,51.09,67.07
14.40,1289,570,14.45,-6.49,0.33,34.83
14.43,1290,569,12.58,-7.82,-56.03,-39.83
14.47,1290,569,12.21,-8.54,-11.21,-21.70
14.50,1291,569,16.10,-7.57,116.67,29.11
14.53,1291,569,16.72,-6.98,18.79,17.80
14.57,1292,568,16.75,-10.81,0.77,-115.08
14.60,1292,568,12.55,-7.69,-125.90,93.77
14.63,1293,568,17.23,-7.81,140.41,-3.57
14.67,1294,568,20.09,-8.26,85.80,-13.51
14.70,1294,567,14.31,-10.05,-173.47,-53.89
14.73,1295,567,18.90,-8.29,137.55,52.90
14.77,1295,567,14.48,-7.23,-132.39,31.64
14.80,1296,566,15.95,-8.60,44.06,-41.03
14.83,1296,566,12.68,-8.39,-98.11,6.32
14.87,1297,566,17.12,-7.16,133.26,36.86
14.90,1297,566,16.91,-8.18,-6.48,-30.54
14.93,1298,565,17.32,-11.22,12.30,-91.19
14.97,1298,565,13.36,-8.47,-118.76,82.56
15.00,1299,565,21.04,-11.70,230.49,-96.84
15.03,1300,564,16.78,-10.54,-127.88,34.66
15.07,1300,564,17.76,-9.48,29.55,31.75
15.10,1301,564,16.90,-8.04,-25.82,43.29
15.13,1301,563,17.76,-12.45,25.82,-132.17
15.17,1302,563,21.35,-11.83,107.67,18.35
15.20,1303,562,15.86,-11.28,-164.90,16.53
15.23,1303,562,20.54,-13.24,140.41,-58.83
15.27,1304,562,17.65,-8.34,-86.57,147.05
15.30,1304,561,20.93,-14.54,98.33,-185.94
15.33,1305,561,21.37,-9.59,13.29,148.54
15.37,1306,560,20.42,-13.66,-28.56,-122.00
15.40,1306,560,17.94,-11.74,-74.49,57.51
15.43,1307,560,18.88,-9.35,28.23,71.69
15.47,1308,559,21.79,-10.55,87.34,-36.09
15.50,1309,559,20.44,-12.08,-40.54,-45.87
15.53,1309,559,17.91,-8.68,-75.92,102.01
15.57,1310,558,20.95,-13.09,91.19,-132.28
15.60,1311,558,21.96,-9.25,30.32,115.30
15.63,1311,558,21.51,-9.80,-13.29,-16.70
15.67,1312,557,20.46,-11.71,-31.64,-57.24
15.70,1313,557,24.84,-10.97,131.40,22.36
15.73,1313,557,21.33,-9.10,-105.25,55.92
15.77,1314,556,19.24,-11.98,-62.73,-86.24
15.80,1315,556,24.14,-8.26,147.00,111.51
15.83,1316,556,22.06,-9.82,-62.51,-46.91
15.87,1316,555,22.13,-11.12,2.20,-38.89
15.90,1317,555,23.44,-11.57,39.44,-13.62
15.93,1318,555,21.04,-10.32,-72.18,37.52
15.97,1319,554,21.30,-12.30,7.91,-59.27
16.00,1319,554,21.33,-10.70,0.77,48.07
16.03,1320,553,22.89,-13.01,46.91,-69.49
16.07,1321,553,23.54,-9.17,19.56,115.30
16.10,1322,553,24.29,-11.19,22.30,-60.59
16.13,1322,552,21.59,-13.13,-80.97,-58.23
16.17,1323,552,21.33,-9.99,-7.69,94.26
16.20,1324,551,26.59,-14.75,157.87,-142.71
16.23,1325,551,21.52,-12.31,-152.27,73.11
16.27,1325,551,20.85,-11.39,-20.10,27.52
16.30,1326,550,20.31,-13.36,-16.26,-59.11
16.33,1327,550,20.93,-11.75,18.79,48.45
16.37,1327,549,16.91,-12.75,-120.74,-29.99
16.40,1328,549,23.82,-13.01,207.42,-8.02
16.43,1329,548,22.87,-13.27,-28.45,-7.58
16.47,1330,548,20.67,-12.65,-66.03,18.40
16.50,1330,548,20.36,-12.94,-9.34,-8.57
16.53,1331,547,21.43,-13.64,31.97,-20.98
16.57,1332,547,19.63,-12.79,-54.05,25.49
16.60,1332,546,20.18,-15.02,16.59,-67.07
16.63,1333,546,22.05,-12.16,56.14,85.86
16.67,1334,545,19.43,-14.39,-78.66,-66.80
16.70,1334,545,19.84,-12.65,12.52,52.29
16.73,1335,544,20.97,-14.17,33.73,-45.81
16.77,1336,544,20.21,-11.37,-22.85,84.21
16.80,1336,544,17.76,-12.79,-73.28,-42.85
16.83,1337,543,21.64,-15.57,116.35,-83.22
16.87,1338,543,20.62,-12.83,-30.76,82.23
16.90,1338,542,19.09,-14.56,-45.81,-52.13
16.93,1339,542,16.65,-10.95,-73.28,108.54
16.97,1340,541,18.89,-12.64,67.13,-50.70
17.00,1340,541,21.72,-13.74,84.92,-33.07
17.03,1341,541,21.42,-10.88,-8.79,85.69
17.07,1342,540,18.74,-13.40,-80.53,-75.59
17.10,1342,540,20.80,-9.27,61.74,123.98
17.13,1343,539,21.40,-13.72,18.02,-133.65
17.17,1344,539,22.36,-11.85,28.89,56.36
17.20,1344,539,17.95,-10.67,-132.28,35.38
17.23,1345,538,21.61,-12.15,109.64,-44.60
17.27,1346,538,21.23,-9.33,-11.32,84.76
17.30,1347,538,24.03,-11.85,84.16,-75.70
